emotion_code,emotion,intensity,statement,repetition,actor,sex,path,stress,MFCC_Mean,MFCC_Variance,Pitch_Mean,Speech_Rate
4,sad,2,1,1,12,F,dataset/Audios/Actor_12/03-01-04-02-01-01-12.wav,Mild_Stress,-36.00608444213867,9262.552734375,341.0961071537367,3.3482142857142856
4,sad,2,1,2,12,F,dataset/Audios/Actor_12/03-01-04-02-01-02-12.wav,Mild_Stress,-36.820682525634766,7789.17626953125,321.95185369813447,3.409090909090909
4,sad,2,2,1,12,F,dataset/Audios/Actor_12/03-01-04-02-02-01-12.wav,Mild_Stress,-44.917083740234375,16962.83203125,327.579472972667,2.1584189581131823
4,sad,2,2,2,12,F,dataset/Audios/Actor_12/03-01-04-02-02-02-12.wav,Mild_Stress,-37.498104095458984,7905.4326171875,373.0453366179902,3.125
5,angry,1,1,1,12,F,dataset/Audios/Actor_12/03-01-05-01-01-01-12.wav,Moderate_Stress,-32.52451705932617,14676.3212890625,188.14813958544548,2.533783783783784
5,angry,1,1,2,12,F,dataset/Audios/Actor_12/03-01-05-01-01-02-12.wav,Moderate_Stress,-30.556446075439453,12924.609375,186.5226683089951,2.9761904761904763
5,angry,1,2,1,12,F,dataset/Audios/Actor_12/03-01-05-01-02-01-12.wav,Moderate_Stress,-39.265045166015625,15957.7568359375,195.90826859169485,3.125
5,angry,1,2,2,12,F,dataset/Audios/Actor_12/03-01-05-01-02-02-12.wav,Moderate_Stress,-38.831356048583984,13676.6240234375,183.84776310850236,3.0737704918032787
5,angry,2,1,1,12,F,dataset/Audios/Actor_12/03-01-05-02-01-01-12.wav,Moderate_Stress,-23.701133728027344,5778.08740234375,264.5447199466984,3.537735849056604
5,angry,2,1,2,12,F,dataset/Audios/Actor_12/03-01-05-02-01-02-12.wav,Moderate_Stress,-26.51886749267578,5767.1123046875,331.3857631030082,2.9296875
5,angry,2,2,1,12,F,dataset/Audios/Actor_12/03-01-05-02-02-01-12.wav,Moderate_Stress,-26.474031448364254,6737.52392578125,249.6969657132611,3.289473684210526
5,angry,2,2,2,12,F,dataset/Audios/Actor_12/03-01-05-02-02-02-12.wav,Moderate_Stress,-29.523597717285156,9979.3203125,310.98499165172495,2.435064935064935
6,fearful,1,1,1,12,F,dataset/Audios/Actor_12/03-01-06-01-01-01-12.wav,Moderate_Stress,-35.167320251464844,16737.537109375,321.95185369813447,2.4671052631578947
6,fearful,1,1,2,12,F,dataset/Audios/Actor_12/03-01-06-01-01-02-12.wav,Moderate_Stress,-31.81969451904297,10445.9853515625,316.4209135543536,3.6764705882352944
6,fearful,1,2,1,12,F,dataset/Audios/Actor_12/03-01-06-01-02-01-12.wav,Moderate_Stress,-39.76742935180664,11538.248046875,258.50251019256234,3.98936170212766
6,fearful,1,2,2,12,F,dataset/Audios/Actor_12/03-01-06-01-02-02-12.wav,Moderate_Stress,-39.00206756591797,10734.953125,320.0975474696782,3.98936170212766
6,fearful,2,1,1,12,F,dataset/Audios/Actor_12/03-01-06-02-01-01-12.wav,Moderate_Stress,-30.362810134887695,8502.4775390625,225.0395058615972,2.7573529411764706
6,fearful,2,1,2,12,F,dataset/Audios/Actor_12/03-01-06-02-01-02-12.wav,Moderate_Stress,-28.67760467529297,7744.42626953125,264.5447199466984,2.7573529411764706
6,fearful,2,2,1,12,F,dataset/Audios/Actor_12/03-01-06-02-02-01-12.wav,Moderate_Stress,-30.233497619628903,5362.25830078125,252.59830469993753,3.75
6,fearful,2,2,2,12,F,dataset/Audios/Actor_12/03-01-06-02-02-02-12.wav,Moderate_Stress,-32.82004165649414,8939.6845703125,241.19137040474044,2.604166666666667
7,disgust,1,1,1,12,F,dataset/Audios/Actor_12/03-01-07-01-01-01-12.wav,Severe_Stress,-34.738224029541016,14447.92578125,177.5852333780714,3.232758620689655
7,disgust,1,1,2,12,F,dataset/Audios/Actor_12/03-01-07-01-01-02-12.wav,Severe_Stress,-42.094200134277344,23597.890625,193.6580702059513,2.1306818181818183
7,disgust,1,2,1,12,F,dataset/Audios/Actor_12/03-01-07-01-02-01-12.wav,Severe_Stress,-40.18607711791992,15939.5166015625,171.53602840047623,3.409090909090909
7,disgust,1,2,2,12,F,dataset/Audios/Actor_12/03-01-07-01-02-02-12.wav,Severe_Stress,-38.17913055419922,15166.396484375,207.55758045272896,3.1779661016949152
7,disgust,2,1,1,12,F,dataset/Audios/Actor_12/03-01-07-02-01-01-12.wav,Severe_Stress,-36.19059753417969,13508.330078125,257.013645291753,2.533783783783784
7,disgust,2,1,2,12,F,dataset/Audios/Actor_12/03-01-07-02-01-02-12.wav,Severe_Stress,-39.24357604980469,11405.962890625,261.5061646776419,2.259036144578313
7,disgust,2,2,1,12,F,dataset/Audios/Actor_12/03-01-07-02-02-01-12.wav,Severe_Stress,-39.86650085449219,16554.107421875,223.74337368352585,1.913265306122449
7,disgust,2,2,2,12,F,dataset/Audios/Actor_12/03-01-07-02-02-02-12.wav,Severe_Stress,-37.35675430297851,9420.5673828125,227.65433896553017,2.9296875
8,surprised,1,1,1,12,F,dataset/Audios/Actor_12/03-01-08-01-01-01-12.wav,Mild_Stress,-38.604793548583984,12625.35546875,265.3109659329299,3.605769230769231
8,surprised,1,1,2,12,F,dataset/Audios/Actor_12/03-01-08-01-01-02-12.wav,Mild_Stress,-33.63026428222656,12053.6728515625,238.4210512332145,3.605769230769231
8,surprised,1,2,1,12,F,dataset/Audios/Actor_12/03-01-08-01-02-01-12.wav,Mild_Stress,-38.12208938598633,11577.6005859375,223.74337368352585,3.98936170212766
8,surprised,1,2,2,12,F,dataset/Audios/Actor_12/03-01-08-01-02-02-12.wav,Mild_Stress,-40.574119567871094,11888.5087890625,240.66531621487468,3.6764705882352944
8,surprised,2,1,1,12,F,dataset/Audios/Actor_12/03-01-08-02-01-01-12.wav,Mild_Stress,-33.34235763549805,9168.6083984375,283.53674049948575,3.4722222222222223
8,surprised,2,1,2,12,F,dataset/Audios/Actor_12/03-01-08-02-01-02-12.wav,Mild_Stress,-36.04781723022461,8774.51953125,251.87087511019868,3.3482142857142856
8,surprised,2,2,1,12,F,dataset/Audios/Actor_12/03-01-08-02-02-01-12.wav,Mild_Stress,-35.413726806640625,10719.2197265625,242.58857779956992,3.3482142857142856
8,surprised,2,2,2,12,F,dataset/Audios/Actor_12/03-01-08-02-02-02-12.wav,Mild_Stress,-40.59321212768555,9661.1640625,231.63366671648825,3.537735849056604
1,neutral,1,1,1,13,M,dataset/Audios/Actor_13/03-01-01-01-01-01-13.wav,Healthy,-34.38434600830078,20996.291015625,104.98464168400548,4.6875
1,neutral,1,1,2,13,M,dataset/Audios/Actor_13/03-01-01-01-01-02-13.wav,Healthy,-33.14491653442383,20776.46484375,115.50642458707524,4.573170731707317
1,neutral,1,2,1,13,M,dataset/Audios/Actor_13/03-01-01-01-02-01-13.wav,Healthy,-34.764068603515625,19551.318359375,111.87168684176292,4.934210526315789
1,neutral,1,2,2,13,M,dataset/Audios/Actor_13/03-01-01-01-02-02-13.wav,Healthy,-34.53126907348633,16939.40234375,136.93921911669494,4.8076923076923075
2,calm,1,1,1,13,M,dataset/Audios/Actor_13/03-01-02-01-01-01-13.wav,Healthy,-33.35952377319336,21481.34375,100.82440951919276,4.076086956521739
2,calm,1,1,2,13,M,dataset/Audios/Actor_13/03-01-02-01-01-02-13.wav,Healthy,-33.84913635253906,21052.97265625,122.70366064862014,4.36046511627907
2,calm,1,2,1,13,M,dataset/Audios/Actor_13/03-01-02-01-02-01-13.wav,Healthy,-33.04741287231445,21896.91796875,108.68691707750624,4.464285714285714
2,calm,1,2,2,13,M,dataset/Audios/Actor_13/03-01-02-01-02-02-13.wav,Healthy,-33.98971176147461,20746.1171875,104.98464168400548,5.0675675675675675
2,calm,2,1,1,13,M,dataset/Audios/Actor_13/03-01-02-02-01-01-13.wav,Healthy,-32.75243377685547,21426.33203125,100.24370365151614,4.464285714285714
2,calm,2,1,2,13,M,dataset/Audios/Actor_13/03-01-02-02-01-02-13.wav,Healthy,-34.007808685302734,20548.81640625,103.18106837793296,4.36046511627907
2,calm,2,2,1,13,M,dataset/Audios/Actor_13/03-01-02-02-02-01-13.wav,Healthy,-34.021728515625,19462.287109375,113.82716948276509,5.0675675675675675
2,calm,2,2,2,13,M,dataset/Audios/Actor_13/03-01-02-02-02-02-13.wav,Healthy,-34.762577056884766,20038.408203125,101.9959327265776,4.934210526315789
3,happy,1,1,1,13,M,dataset/Audios/Actor_13/03-01-03-01-01-01-13.wav,Healthy,-32.249393463134766,14638.1181640625,121.29428889978496,4.464285714285714
3,happy,1,1,2,13,M,dataset/Audios/Actor_13/03-01-03-01-01-02-13.wav,Healthy,-33.40190124511719,15446.5810546875,125.2351692297514,4.464285714285714
3,happy,1,2,1,13,M,dataset/Audios/Actor_13/03-01-03-01-02-01-13.wav,Healthy,-33.87934112548828,14256.1943359375,140.13768379557115,4.8076923076923075
3,happy,1,2,2,13,M,dataset/Audios/Actor_13/03-01-03-01-02-02-13.wav,Healthy,-33.91762924194336,12832.9736328125,198.18791922669993,4.261363636363637
3,happy,2,1,1,13,M,dataset/Audios/Actor_13/03-01-03-02-01-01-13.wav,Healthy,-28.471864700317383,12165.220703125,145.9200662802185,3.6764705882352944
3,happy,2,1,2,13,M,dataset/Audios/Actor_13/03-01-03-02-01-02-13.wav,Healthy,-31.782548904418945,10758.60546875,227.65433896553017,2.9296875
3,happy,2,2,1,13,M,dataset/Audios/Actor_13/03-01-03-02-02-01-13.wav,Healthy,-33.57181930541992,7754.39794921875,249.6969657132611,3.90625
3,happy,2,2,2,13,M,dataset/Audios/Actor_13/03-01-03-02-02-02-13.wav,Healthy,-32.05629348754883,7899.64892578125,235.0038360850623,4.076086956521739
4,sad,1,1,1,13,M,dataset/Audios/Actor_13/03-01-04-01-01-01-13.wav,Mild_Stress,-33.818180084228516,22619.494140625,115.14977748330686,3.4722222222222223
4,sad,1,1,2,13,M,dataset/Audios/Actor_13/03-01-04-01-01-02-13.wav,Mild_Stress,-33.75839614868164,23181.2421875,114.1568665251322,3.537735849056604
4,sad,1,2,1,13,M,dataset/Audios/Actor_13/03-01-04-01-02-01-13.wav,Mild_Stress,-34.813533782958984,21940.755859375,111.2273533387383,3.826530612244898
4,sad,1,2,2,13,M,dataset/Audios/Actor_13/03-01-04-01-02-02-13.wav,Mild_Stress,-34.93384552001953,22033.36328125,112.5197529307986,3.98936170212766
4,sad,2,1,1,13,M,dataset/Audios/Actor_13/03-01-04-02-01-01-13.wav,Mild_Stress,-32.076393127441406,16606.201171875,138.52806521170294,4.261363636363637
4,sad,2,1,2,13,M,dataset/Audios/Actor_13/03-01-04-02-01-02-13.wav,Mild_Stress,-32.599178314208984,19793.396484375,127.76880927116424,4.166666666666667
4,sad,2,2,1,13,M,dataset/Audios/Actor_13/03-01-04-02-02-01-13.wav,Mild_Stress,-33.41538619995117,20097.7578125,124.84848285663055,3.75
4,sad,2,2,2,13,M,dataset/Audios/Actor_13/03-01-04-02-02-02-13.wav,Mild_Stress,-33.497066497802734,23095.033203125,115.81683335824412,4.166666666666667
5,angry,1,1,1,13,M,dataset/Audios/Actor_13/03-01-05-01-01-01-13.wav,Moderate_Stress,-29.90410423278809,12445.0576171875,144.24403136881983,3.826530612244898
5,angry,1,1,2,13,M,dataset/Audios/Actor_13/03-01-05-01-01-02-13.wav,Moderate_Stress,-28.850513458251953,11016.0068359375,164.26414863182578,3.605769230769231
5,angry,1,2,1,13,M,dataset/Audios/Actor_13/03-01-05-01-02-01-13.wav,Moderate_Stress,-29.55504035949707,11404.6103515625,148.9007451300074,3.537735849056604
5,angry,1,2,2,13,M,dataset/Audios/Actor_13/03-01-05-01-02-02-13.wav,Moderate_Stress,-30.837661743164062,10169.9130859375,160.5123502919532,3.98936170212766
5,angry,2,1,1,13,M,dataset/Audios/Actor_13/03-01-05-02-01-01-13.wav,Moderate_Stress,-23.12098503112793,2882.927001953125,330.4424671360283,3.537735849056604
5,angry,2,1,2,13,M,dataset/Audios/Actor_13/03-01-05-02-01-02-13.wav,Moderate_Stress,-21.501510620117188,6431.14208984375,230.29955496661373,2.568493150684932
5,angry,2,2,1,13,M,dataset/Audios/Actor_13/03-01-05-02-02-01-13.wav,Moderate_Stress,-24.89715003967285,3666.9052734375,303.8820846259238,3.409090909090909
5,angry,2,2,2,13,M,dataset/Audios/Actor_13/03-01-05-02-02-02-13.wav,Moderate_Stress,-26.873476028442383,2545.633056640625,349.07467404396914,2.6785714285714284
6,fearful,1,1,1,13,M,dataset/Audios/Actor_13/03-01-06-01-01-01-13.wav,Moderate_Stress,-30.536527633666992,15567.4990234375,158.21045677717683,4.6875
6,fearful,1,1,2,13,M,dataset/Audios/Actor_13/03-01-06-01-01-02-13.wav,Moderate_Stress,-30.230884552001953,17139.38671875,140.17509077770785,4.573170731707317
6,fearful,1,2,1,13,M,dataset/Audios/Actor_13/03-01-06-01-02-01-13.wav,Moderate_Stress,-28.946300506591797,13147.115234375,144.24403136881983,4.464285714285714
6,fearful,1,2,2,13,M,dataset/Audios/Actor_13/03-01-06-01-02-02-13.wav,Moderate_Stress,-27.92625617980957,13140.0458984375,155.49249582586248,4.36046511627907
6,fearful,2,1,1,13,M,dataset/Audios/Actor_13/03-01-06-02-01-01-13.wav,Moderate_Stress,-30.255346298217773,15893.8447265625,167.61814009714527,3.98936170212766
6,fearful,2,1,2,13,M,dataset/Audios/Actor_13/03-01-06-02-01-02-13.wav,Moderate_Stress,-28.04591178894043,6351.69091796875,278.66110025943624,4.166666666666667
6,fearful,2,2,1,13,M,dataset/Audios/Actor_13/03-01-06-02-02-01-13.wav,Moderate_Stress,-28.99703025817871,7286.34765625,231.77279200793504,3.6764705882352944
6,fearful,2,2,2,13,M,dataset/Audios/Actor_13/03-01-06-02-02-02-13.wav,Moderate_Stress,-30.5450439453125,14778.6103515625,142.58724736030138,4.36046511627907
7,disgust,1,1,1,13,M,dataset/Audios/Actor_13/03-01-07-01-01-01-13.wav,Severe_Stress,-32.66683578491211,21070.69921875,99.09230651162451,4.464285714285714
7,disgust,1,1,2,13,M,dataset/Audios/Actor_13/03-01-07-01-01-02-13.wav,Severe_Stress,-32.33302307128906,19830.330078125,97.10949754997998,4.464285714285714
7,disgust,1,2,1,13,M,dataset/Audios/Actor_13/03-01-07-01-02-01-13.wav,Severe_Stress,-31.4169979095459,19755.966796875,102.58850055225528,4.166666666666667
7,disgust,1,2,2,13,M,dataset/Audios/Actor_13/03-01-07-01-02-02-13.wav,Severe_Stress,-32.68178176879883,18554.56640625,103.77879022636448,4.261363636363637
7,disgust,2,1,1,13,M,dataset/Audios/Actor_13/03-01-07-02-01-01-13.wav,Severe_Stress,-30.734365463256836,14934.119140625,235.68255189130872,3.75
7,disgust,2,1,2,13,M,dataset/Audios/Actor_13/03-01-07-02-01-02-13.wav,Severe_Stress,-30.979719161987305,17632.447265625,114.4865635674993,2.9761904761904763
7,disgust,2,2,1,13,M,dataset/Audios/Actor_13/03-01-07-02-02-01-13.wav,Severe_Stress,-30.94617080688477,19632.1484375,101.40847938173854,3.90625
7,disgust,2,2,2,13,M,dataset/Audios/Actor_13/03-01-07-02-02-02-13.wav,Severe_Stress,-30.774017333984375,16960.548828125,118.5239235125682,3.826530612244898
8,surprised,1,1,1,13,M,dataset/Audios/Actor_13/03-01-08-01-01-01-13.wav,Mild_Stress,-32.90250015258789,11301.9404296875,201.6488190383855,3.98936170212766
8,surprised,1,1,2,13,M,dataset/Audios/Actor_13/03-01-08-01-01-02-13.wav,Mild_Stress,-36.921836853027344,15358.7490234375,205.1735783080468,4.6875
8,surprised,1,2,1,13,M,dataset/Audios/Actor_13/03-01-08-01-02-01-13.wav,Mild_Stress,-35.08985900878906,15898.201171875,223.74337368352585,4.6875
8,surprised,1,2,2,13,M,dataset/Audios/Actor_13/03-01-08-01-02-02-13.wav,Mild_Stress,-37.91593170166016,15291.3408203125,213.63948179230545,5.0675675675675675
8,surprised,2,1,1,13,M,dataset/Audios/Actor_13/03-01-08-02-01-01-13.wav,Mild_Stress,-30.3619327545166,11280.47265625,376.2962791708909,4.166666666666667
8,surprised,2,1,2,13,M,dataset/Audios/Actor_13/03-01-08-02-01-02-13.wav,Mild_Stress,-28.34442138671875,15224.6591796875,355.1704667561429,4.076086956521739
8,surprised,2,2,1,13,M,dataset/Audios/Actor_13/03-01-08-02-02-01-13.wav,Mild_Stress,-28.21642684936523,10416.697265625,193.1003760016023,4.076086956521739
8,surprised,2,2,2,13,M,dataset/Audios/Actor_13/03-01-08-02-02-02-13.wav,Mild_Stress,-28.673429489135746,9917.3173828125,225.0395058615972,4.166666666666667
1,neutral,1,1,1,14,F,dataset/Audios/Actor_14/03-01-01-01-01-01-14.wav,Healthy,-44.926795959472656,23134.45703125,195.34409429283173,3.826530612244898
1,neutral,1,1,2,14,F,dataset/Audios/Actor_14/03-01-01-01-01-02-14.wav,Healthy,-44.86916732788086,22554.91796875,206.36213675586595,4.166666666666667
1,neutral,1,2,1,14,F,dataset/Audios/Actor_14/03-01-01-01-02-01-14.wav,Healthy,-44.975547790527344,20617.263671875,235.68255189130872,3.90625
1,neutral,1,2,2,14,F,dataset/Audios/Actor_14/03-01-01-01-02-02-14.wav,Healthy,-44.541160583496094,20813.732421875,237.0478470251364,3.6764705882352944
2,calm,1,1,1,14,F,dataset/Audios/Actor_14/03-01-02-01-01-01-14.wav,Healthy,-48.27879333496094,23419.326171875,197.04315364635175,3.3482142857142856
2,calm,1,1,2,14,F,dataset/Audios/Actor_14/03-01-02-01-01-02-14.wav,Healthy,-46.75358963012695,25170.833984375,203.99186545315516,3.537735849056604
2,calm,1,2,1,14,F,dataset/Audios/Actor_14/03-01-02-01-02-01-14.wav,Healthy,-47.075462341308594,20462.673828125,263.0210544784999,3.90625
2,calm,1,2,2,14,F,dataset/Audios/Actor_14/03-01-02-01-02-02-14.wav,Healthy,-46.785125732421875,20373.8515625,241.8899741021552,3.75
2,calm,2,1,1,14,F,dataset/Audios/Actor_14/03-01-02-02-01-01-14.wav,Healthy,-48.593719482421875,28324.36328125,181.73609144327253,3.125
2,calm,2,1,2,14,F,dataset/Audios/Actor_14/03-01-02-02-01-02-14.wav,Healthy,-50.523284912109375,27384.53515625,228.9731271349986,3.024193548387097
2,calm,2,2,1,14,F,dataset/Audios/Actor_14/03-01-02-02-02-01-14.wav,Healthy,-47.553955078125,25822.810546875,181.21877615335816,3.3482142857142856
2,calm,2,2,2,14,F,dataset/Audios/Actor_14/03-01-02-02-02-02-14.wav,Healthy,-46.11972427368164,23044.7109375,223.74337368352585,3.125
3,happy,1,1,1,14,F,dataset/Audios/Actor_14/03-01-03-01-01-01-14.wav,Healthy,-36.25345230102539,9762.759765625,342.08408197734457,3.232758620689655
3,happy,1,1,2,14,F,dataset/Audios/Actor_14/03-01-03-01-01-02-14.wav,Healthy,-35.35514831542969,9578.6474609375,313.7029526030393,3.409090909090909
3,happy,1,2,1,14,F,dataset/Audios/Actor_14/03-01-03-01-02-01-14.wav,Healthy,-40.8177604675293,11157.3525390625,320.0975474696782,4.261363636363637
3,happy,1,2,2,14,F,dataset/Audios/Actor_14/03-01-03-01-02-02-14.wav,Healthy,-41.52232360839844,11407.0927734375,330.4424671360283,3.826530612244898
3,happy,2,1,1,14,F,dataset/Audios/Actor_14/03-01-03-02-01-01-14.wav,Healthy,-32.02657699584961,7117.52099609375,248.25881701670832,3.024193548387097
3,happy,2,1,2,14,F,dataset/Audios/Actor_14/03-01-03-02-01-02-14.wav,Healthy,-35.43366622924805,6589.521484375,263.0210544784999,3.232758620689655
3,happy,2,2,1,14,F,dataset/Audios/Actor_14/03-01-03-02-02-01-14.wav,Healthy,-35.16468048095703,6020.7734375,217.37383415501247,3.289473684210526
3,happy,2,2,2,14,F,dataset/Audios/Actor_14/03-01-03-02-02-02-14.wav,Healthy,-34.56420135498047,9251.0966796875,281.8989862783688,3.024193548387097
4,sad,1,1,1,14,F,dataset/Audios/Actor_14/03-01-04-01-01-01-14.wav,Mild_Stress,-42.59391403198242,22925.75,231.1284585049104,2.9761904761904763
4,sad,1,1,2,14,F,dataset/Audios/Actor_14/03-01-04-01-01-02-14.wav,Mild_Stress,-41.59208679199219,18984.3203125,231.73027854740587,3.537735849056604
4,sad,1,2,1,14,F,dataset/Audios/Actor_14/03-01-04-01-02-01-14.wav,Mild_Stress,-44.90627670288086,21119.75,260.0,3.289473684210526
4,sad,1,2,2,14,F,dataset/Audios/Actor_14/03-01-04-01-02-02-14.wav,Mild_Stress,-40.6658821105957,18271.240234375,258.50251019256234,3.826530612244898
4,sad,2,1,1,14,F,dataset/Audios/Actor_14/03-01-04-02-01-01-14.wav,Mild_Stress,-40.44718933105469,14650.9755859375,281.0871769347556,3.125
4,sad,2,1,2,14,F,dataset/Audios/Actor_14/03-01-04-02-01-02-14.wav,Mild_Stress,-39.02785873413086,16148.919921875,331.3857631030082,3.4722222222222223
4,sad,2,2,1,14,F,dataset/Audios/Actor_14/03-01-04-02-02-01-14.wav,Mild_Stress,-42.379390716552734,14348.11328125,287.65727825010686,3.4722222222222223
4,sad,2,2,2,14,F,dataset/Audios/Actor_14/03-01-04-02-02-02-14.wav,Mild_Stress,-42.77709197998047,12722.701171875,310.98499165172495,3.0737704918032787
5,angry,1,1,1,14,F,dataset/Audios/Actor_14/03-01-05-01-01-01-14.wav,Moderate_Stress,-37.66593933105469,11621.9365234375,275.4604045334168,3.826530612244898
5,angry,1,1,2,14,F,dataset/Audios/Actor_14/03-01-05-01-01-02-14.wav,Moderate_Stress,-34.975616455078125,10895.0166015625,282.7154983856679,3.4722222222222223
5,angry,1,2,1,14,F,dataset/Audios/Actor_14/03-01-05-01-02-01-14.wav,Moderate_Stress,-38.49509811401367,10056.140625,279.47755835088736,3.537735849056604
5,angry,1,2,2,14,F,dataset/Audios/Actor_14/03-01-05-01-02-02-14.wav,Moderate_Stress,-39.690921783447266,10641.9736328125,268.393730863033,3.125
5,angry,2,1,1,14,F,dataset/Audios/Actor_14/03-01-05-02-01-01-14.wav,Moderate_Stress,-25.50054168701172,4388.43603515625,254.42953275011928,2.6785714285714284
5,angry,2,1,2,14,F,dataset/Audios/Actor_14/03-01-05-02-01-02-14.wav,Moderate_Stress,-28.66875457763672,5363.873046875,385.0853635945067,2.568493150684932
5,angry,2,2,1,14,F,dataset/Audios/Actor_14/03-01-05-02-02-01-14.wav,Moderate_Stress,-30.00240898132324,4868.46484375,363.47218288654506,2.840909090909091
5,angry,2,2,2,14,F,dataset/Audios/Actor_14/03-01-05-02-02-02-14.wav,Moderate_Stress,-31.13508415222168,5753.78125,254.42953275011928,2.533783783783784
6,fearful,1,1,1,14,F,dataset/Audios/Actor_14/03-01-06-01-01-01-14.wav,Moderate_Stress,-44.11732482910156,23040.404296875,248.9778913649847,3.3482142857142856
6,fearful,1,1,2,14,F,dataset/Audios/Actor_14/03-01-06-01-01-02-14.wav,Moderate_Stress,-42.19540023803711,19593.708984375,263.0210544784999,2.9761904761904763
6,fearful,1,2,1,14,F,dataset/Audios/Actor_14/03-01-06-01-02-01-14.wav,Moderate_Stress,-40.68703079223633,17199.560546875,254.06159179290393,4.166666666666667
6,fearful,1,2,2,14,F,dataset/Audios/Actor_14/03-01-06-01-02-02-14.wav,Moderate_Stress,-41.09601974487305,15432.6220703125,278.66110025943624,4.261363636363637
6,fearful,2,1,1,14,F,dataset/Audios/Actor_14/03-01-06-02-01-01-14.wav,Moderate_Stress,-29.061538696289062,5459.1865234375,296.9463619288286,4.261363636363637
6,fearful,2,1,2,14,F,dataset/Audios/Actor_14/03-01-06-02-01-02-14.wav,Moderate_Stress,-27.16209602355957,4543.04833984375,291.8401325604369,4.36046511627907
6,fearful,2,2,1,14,F,dataset/Audios/Actor_14/03-01-06-02-02-01-14.wav,Moderate_Stress,-40.34697723388672,7230.7880859375,257.013645291753,4.076086956521739
6,fearful,2,2,2,14,F,dataset/Audios/Actor_14/03-01-06-02-02-02-14.wav,Moderate_Stress,-37.63932037353515,7250.646484375,266.0772119191614,3.98936170212766
7,disgust,1,1,1,14,F,dataset/Audios/Actor_14/03-01-07-01-01-01-14.wav,Severe_Stress,-38.67593002319336,13081.013671875,275.4604045334168,2.840909090909091
7,disgust,1,1,2,14,F,dataset/Audios/Actor_14/03-01-07-01-01-02-14.wav,Severe_Stress,-40.51557922363281,15447.9228515625,238.4210512332145,3.409090909090909
7,disgust,1,2,1,14,F,dataset/Audios/Actor_14/03-01-07-01-02-01-14.wav,Severe_Stress,-40.032318115234375,16115.8759765625,241.9383992361357,3.232758620689655
7,disgust,1,2,2,14,F,dataset/Audios/Actor_14/03-01-07-01-02-02-14.wav,Severe_Stress,-38.63654708862305,12576.9052734375,293.5307452495941,3.232758620689655
7,disgust,2,1,1,14,F,dataset/Audios/Actor_14/03-01-07-02-01-01-14.wav,Severe_Stress,-38.75456237792969,11318.2294921875,249.6969657132611,2.9296875
7,disgust,2,1,2,14,F,dataset/Audios/Actor_14/03-01-07-02-01-02-14.wav,Severe_Stress,-40.56203842163086,13612.302734375,246.828951447135,3.232758620689655
7,disgust,2,2,1,14,F,dataset/Audios/Actor_14/03-01-07-02-02-01-14.wav,Severe_Stress,-39.85657501220703,15235.236328125,237.0478470251364,3.409090909090909
7,disgust,2,2,2,14,F,dataset/Audios/Actor_14/03-01-07-02-02-02-14.wav,Severe_Stress,-42.22936248779297,11886.6728515625,270.72815965904965,3.232758620689655
8,surprised,1,1,1,14,F,dataset/Audios/Actor_14/03-01-08-01-01-01-14.wav,Mild_Stress,-44.336090087890625,18525.052734375,329.4771215546362,3.4722222222222223
8,surprised,1,1,2,14,F,dataset/Audios/Actor_14/03-01-08-01-01-02-14.wav,Mild_Stress,-42.108829498291016,16999.958984375,376.2900017344983,3.605769230769231
8,surprised,1,2,1,14,F,dataset/Audios/Actor_14/03-01-08-01-02-01-14.wav,Mild_Stress,-43.18505859375,15739.47265625,258.50251019256234,4.6875
8,surprised,1,2,2,14,F,dataset/Audios/Actor_14/03-01-08-01-02-02-14.wav,Mild_Stress,-42.61663818359375,14991.2373046875,264.5447199466984,4.261363636363637
8,surprised,2,1,1,14,F,dataset/Audios/Actor_14/03-01-08-02-01-01-14.wav,Mild_Stress,-39.41523361206055,15987.490234375,272.296471933363,2.9296875
8,surprised,2,1,2,14,F,dataset/Audios/Actor_14/03-01-08-02-01-02-14.wav,Mild_Stress,-37.67580795288086,10577.1171875,307.41302436705854,3.4722222222222223
8,surprised,2,2,1,14,F,dataset/Audios/Actor_14/03-01-08-02-02-01-14.wav,Mild_Stress,-40.77206802368164,12412.744140625,260.0,3.409090909090909
8,surprised,2,2,2,14,F,dataset/Audios/Actor_14/03-01-08-02-02-02-14.wav,Mild_Stress,-39.354095458984375,13323.384765625,207.55758045272896,3.3482142857142856
1,neutral,1,1,1,15,M,dataset/Audios/Actor_15/03-01-01-01-01-01-15.wav,Healthy,-28.224843978881836,14004.576171875,135.75615789810317,4.261363636363637
1,neutral,1,1,2,15,M,dataset/Audios/Actor_15/03-01-01-01-01-02-15.wav,Healthy,-28.503583908081055,15132.7646484375,138.52806521170294,3.98936170212766
1,neutral,1,2,1,15,M,dataset/Audios/Actor_15/03-01-01-01-02-01-15.wav,Healthy,-27.568923950195312,14561.1904296875,115.81683335824412,3.90625
1,neutral,1,2,2,15,M,dataset/Audios/Actor_15/03-01-01-01-02-02-15.wav,Healthy,-28.99567222595215,14337.0673828125,138.52806521170294,4.076086956521739
2,calm,1,1,1,15,M,dataset/Audios/Actor_15/03-01-02-01-01-01-15.wav,Healthy,-30.357276916503903,18319.251953125,120.9449870510776,3.537735849056604
2,calm,1,1,2,15,M,dataset/Audios/Actor_15/03-01-02-01-01-02-15.wav,Healthy,-29.58911895751953,16615.216796875,124.12940850835416,3.605769230769231
